lieu,latitude,longitude
église Assemblées de Dieu - Béthel de Dakar,"14,720427","-17,456459"
REPRO-SYSTEMS,"14,6724009","-17,4373006"
Senegalaise De Jardinage,"14,7446086","-17,4501655"
Modou,"14,7438466","-17,511756"
Champ,"14,8184336","-17,2376598"
Touba Alimentation Generale,"14,7730534","-17,3955747"
Fall Bois,"14,7787547","-17,3891789"
Librairie Clairafrique,"14,6707711","-17,4328133"
Marché liberté 6 extension,"14,7274736","-17,467908"
HOTEL DES ALMADIES,"14,7418188","-17,5187227"
Andal 2,"14,7693277","-17,3685639"
Les Petits Pythagore,"14,7997019","-17,1907977"
Quincaillerie Generale,"14,7955901","-17,191838"
Maodo,"14,7505299","-17,4019326"
Et Serigne Fallou tissu,"14,7530658","-17,3534489"
Pressing Allah Wally,"14,7476762","-17,4694203"
"Café Jàmme Xaleyi, Every Kid Counts - Senegal Assoc.","14,6066714","-17,1469024"
Dabakh TEXTILE,"14,7563338","-17,3982262"
escadron motocycliste gendarmerie nationale,"14,6830235","-17,4484616"
Terrain Cité Socabeg,"14,8119505","-17,259906"
Darou Salam Couture,"14,7718754","-17,2750788"
EMA business group,"14,7110245","-17,465825"
Al Mahdi Déco,"14,7632021","-17,3034732"
Epicerie Keur Mame Aminata,"14,7958087","-17,3368234"
Top Creation,"14,7622542","-17,4374847"
Ndéppé,"14,7134664","-17,2801554"
Golden Pro-Clean Nettoyage,"14,7432719","-17,4258378"
UNIVERSAL BUSINESS,"14,6757726","-17,4443705"
KeurAbdou,"14,7830419","-17,304736"
Autotraders senegal,"14,7252196","-17,4604088"
WAKEUR BAYE MATAR GUEYE,"14,633245","-17,166815"
ABCO Bourse,"14,6652895","-17,435839"
Kids around Sénégal,"14,671735","-17,4337636"
Sancombao medical practice,"14,7360347","-17,3138577"
Mame diara,"14,7258088","-17,483443"
Niaga-Peulh,"14,8263376","-17,2432803"
Villa Véronique kiba,"14,7314636","-17,4282526"
KOR Linguère,"14,7273849","-17,2046745"
Darou Salam Couture,"14,7489247","-17,5158948"
Elvan Gouter Shop,"14,7406359","-17,4465418"
Cour des Comptes,"14,6667458","-17,4414585"
Tolou Wade,"14,7858765","-17,3080322"
Vision express,"14,7044323","-17,4665423"
Parking ESMT visiteurs,"14,6996777","-17,4506336"
djiby ndiaye,"14,7395863","-17,3603531"
Menuiseris d'art et décoration,"14,7346177","-17,4288872"
Mc’tech,"14,7329302","-17,441909"
Abass Business Services,"14,6778525","-17,4554274"
Showroom Sollal,"14,7287393","-17,4587107"
Pape Ndiaye,"14,6804675","-17,4563976"
Belky Technologies,"14,7504344","-17,4360455"
Ismed Institute Of Science Du Medicament,"14,6876406","-17,4668159"
TotalEnergies Rocade Colobane,"14,698163","-17,4442828"
Griff Chic Couture,"14,7596203","-17,4436098"
Tina Fashion,"14,7421125","-17,4284696"
Atelier De Couture Chez Ali Couture,"14,7850407","-17,3078565"
SDE de Pikine,"14,7469409","-17,4055368"
Boutique Bijoux touaregs Corniche ouest,"14,7094666","-17,4476719"
Buryock Parts BMW,"14,675994","-17,4530563"
Arment,"14,6713445","-17,4434058"
LYCéE CITE MBABA GUISSE KOUNOUNE,"14,762454","-17,2590387"
Al Makhtoum Boutique,"14,766939","-17,3904471"
Boucherie Moderne,"14,7202429","-17,4676513"
Quincaillerie Ly ( Cheikh Oumar Foutiyou Tall),"14,7530469","-17,2716669"
Bcucherie Ndiaye Bandar,"14,7427412","-17,2451911"
Ousmane Diallo,"14,7151919","-17,4644386"
Serigne Saliou Couture,"14,7555792","-17,3971921"
Job & Santi Distribution SA,"14,7599305","-17,3928006"
بئر ماء المرحوم عباس محمد التتان,"14,8162087","-17,2635066"
THE COSMOPOLITAN (pacha),"14,7452457","-17,4558434"
SGS (ex SGBS) Point E,"14,6954665","-17,4576809"
TIC_N_DEV,"14,7863377","-17,3463547"
Institut Mozdahir International,"14,7312144","-17,2969001"
Fast Food Sope Linding,"14,71706","-17,2483221"
Le palace bar,"14,6972222","-17,4658333"
CASACLOUD,"14,7163496","-17,4659259"
Cabinet DPM CONSULTING,"14,7113245","-17,4687071"
Master Office Deco,"14,7384701","-17,4668583"
SOSEPROM,"14,6928041","-17,1388669"
Touba Carreaux Gora Gueye,"14,7348025","-17,4558313"
Pharmacie Abdou Karim Gueye,"14,7436635","-17,2439724"
EB Center,"14,7259558","-17,4946168"
Touba Pressing Noihbal Jaboot,"14,7768349","-17,3212513"
Rond Point Jean Paul Diaz,"14,7082097","-17,4629013"
Muus Du Tuxx,"14,7151739","-17,4688979"
Touba Meubles,"14,7760807","-17,3156374"
Car service and showroom,"14,7049398","-17,4346078"
Caisse de Sécurité Sociale (CSS) de Rufisque,"14,7129456","-17,2706406"
Veterinary clinic and pharmacy ESPACE VETO,"14,7500501","-17,4620123"
PHARMACIE CHEIKH BABA,"14,7402945","-17,3648128"
Ziarra Fes,"14,712999","-17,4755944"
Dina-Couture,"14,7333222","-17,4247045"
Ciné Banlieue U18,"14,756372","-17,440315"
Lampe Fall Couture Chez Daba,"14,7842301","-17,3592645"
Nio Faar Connection,"14,7624366","-17,427189"
pharmacie,"14,7695197","-17,4101945"
Restaurant Chez Bébé Camara,"14,6957508","-17,226578"
L'Institut Abou Hourayra,"14,7827777","-17,3759995"
Maritessa Fashion,"14,7493556","-17,3523291"
Hôtel koussan,"14,7115376","-17,2647657"
LES 3S Chez Libasse,"14,7127539","-17,2714741"
Buzzlab Dakar,"14,7346875","-17,4946875"
Somtou Senegal,"14,713278","-17,4655829"
Arog-multiservices,"14,7426769","-17,4316714"
Clinique médicale YAABI,"14,7545805","-17,4724737"
Resto Cuisine Traditionnelle,"14,7193904","-17,4427859"
Location de bateau hors bord balade et excursion en mer,"14,7124358","-17,4313115"
Budo Club Comico,"14,7277155","-17,484941"
Garderie D'enfants Islamique Kër Gune Yi,"14,7947363","-17,3361656"
TRANSPORT DANIEL HADDAD ET FILS,"14,702706","-17,4381257"
Résidence Firdaws virage Belel Immo,"14,7555739","-17,4915316"
Parking lot,"14,7411668","-17,4028785"
Vincent’s,"14,8021844","-17,1973868"
Espace Poisson,"14,6769411","-17,4649395"
Keur Sall Ngaary,"14,7144164","-17,1536447"
Ksd Coiffure,"14,7283458","-17,5001246"
Alloo,"14,7591135","-17,4251882"
L.A BUSINESS AUTO SPA,"14,7599652","-17,4431904"
Mood Techs,"14,7603826","-17,354881"
Gabou SARR,"14,7268015","-17,4551808"
LE TANDEM Restaurant - Lounge - Take Away Food - Dakar,"14,7512408","-17,4607893"
Noreyni Coiffure,"14,7152796","-17,4496739"
Fifa Virage,"14,7538691","-17,4959722"
Clinical Du Cap,"14,6677511","-17,432983"
FAISE,"14,7117324","-17,4704289"
Alimentation Generale,"14,7286235","-17,4916233"
Chez Badra cosmetique,"14,6811623","-17,4481881"
guinar gui,"14,704076","-17,470301"
Supermarche Le Point Market,"14,7411821","-17,2475364"
DGPRE - Direction de la Gestion et de la Planification des Ressources en Eau,"14,6691118","-17,4423623"
Toyota Sénégal – CFAO Motors,"14,6905349","-17,4379087"
Def Thill Records,"14,7567155","-17,4472332"
Institut Scolaire Ar Rehman,"14,7306053","-17,2854803"
Bureau De Change Diouf Succursale,"14,7604144","-17,4410828"
Stationnement,"14,7765281","-17,3553055"
Mosquée Imam Thierno DIBA,"14,775527","-17,3942621"
Touba Couture Falilou,"14,7751479","-17,4053015"
Terrain de football DUC Campus UCAD,"14,6884498","-17,4648288"
Sant Yalla Boutique,"14,7540837","-17,4348189"
Fallou Couture,"14,7309973","-17,4917769"
Dibiterie Haoussa,"14,7547148","-17,386618"
Le four du khalifa sarl,"14,7363352","-17,4911409"
ASASA WORLD TRADDING,"14,7329653","-17,4309235"
Pharmacie Adja Sokhna Fall,"14,7290728","-17,4718829"
Espace D’échange Culturelle Lamp Fall,"14,740833","-17,53"
RéSIDENCE SOGUI,"14,7442807","-17,4213044"
L'Avenue,"14,6957521","-17,4732998"
la martinet,"14,7556955","-17,4297398"
Centre Polyvalent Medina Fass Mbao,"14,7665621","-17,3803277"
3S BOUNDOU SERVICE,"14,7372896","-17,3225237"
Dibiterie Chez Pape Dibi,"14,752208","-17,4528691"
Orange,"14,7557966","-17,4688417"
Lpmbi Tilene,"14,6813292","-17,4488282"
Keur Sokhna Maï Mbacké,"14,7591515","-17,4461909"
La Pagode,"14,7507377","-17,502276"
IBK GLOBAL SERVICES,"14,7969587","-17,2883287"
SOUMARI KEUR MASSAR,"14,7503125","-17,2855625"
Baraka World Beauty,"14,6715382","-17,4393593"
TERANGA PHARMA,"14,7472788","-17,3375521"
Credit Mutuel du Senegal Pikine,"14,7573665","-17,3959319"
SANS LOI (HAMO 3),"14,7759494","-17,4084025"
SGBS,"14,7212455","-17,4480567"
Club de Rugby de Dakar S'en Fout le Score,"14,7112372","-17,4869752"
Canada Boutique,"14,7530126","-17,4719082"
Coeur d'Or,"14,7385421","-17,3233029"
Villa Ciss&Son,"14,7041875","-17,1581875"
Neyofox3 barber shop,"14,7356049","-17,4413732"
Garage 61,"14,7268134","-17,5010158"
Villa Dr Fall,"14,5947063","-17,1461549"
Cabinet Axe Audit & Expertise,"14,7148697","-17,4662647"
Gs Bruno Diatta De Kounoune,"14,7724128","-17,3546185"
Residence Cheikh Hassane GAYE,"14,7478889","-17,4541667"
School Ouakam 6,"14,7271273","-17,4857328"
Pressing Set Net,"14,7639931","-17,4306923"
Safabhe Voyages,"14,6611318","-17,4386713"
Centre De Santé De Diamniadio Mf,"14,7202151","-17,1839557"
Salon De Coiffure Gueum Sa Bopp,"14,7347851","-17,4473727"
Bethel Academy,"14,7315365","-17,4967686"
EXPRESS SERVICES,"14,7229216","-17,4505293"
La Maison De Aicha,"14,7553335","-17,4476292"
Touba Onglerie,"14,7566467","-17,4473823"
Didi Traiteur Restaurant Fast Food Dibiterie,"14,7312056","-17,2862616"
Pape Samba,"14,7080187","-17,4737934"
SOLAR ENERGY SENEGAL,"14,7705611","-17,4122383"
Telecentre Marieme Alimentation,"14,7769321","-17,3864719"
Diwali Home Signature,"14,7196725","-17,4659093"
DHL Service Point (DSTV MARISTES),"14,74129","-17,42916"
Tout pour Nekhlé Supermarket,"14,7273868","-17,4500999"
CRS new Office,"14,749609","-17,502411"
Niokolo Bus Garage,"14,7464778","-17,4244733"
Darou Salam Couture Chez Bass Lakhassay,"14,7536726","-17,3642953"
Stradicom,"14,7596376","-17,4422415"
wa keur mame khalifa S.A,"14,760563","-17,4407419"
Pharmacie Serigne A A Su,"14,7621651","-17,3876794"
Restaurante Ya Tening Fave,"14,7143673","-17,1790111"
Yassir Market Parcelles Assainies,"14,7446979","-17,4440562"
Jamil Carreaux,"14,7510834","-17,4405793"
Safa Ak Marwa Boutique Khadim Rassoul Toure & Freres,"14,6811554","-17,4496958"
Agence Jumia -Keur Massar-Station Keur Massar Parcelles Assainies Unité 4,"14,7820549","-17,3173462"
Garage calando bambilor,"14,8027413","-17,1851069"
Station MKA2 niague,"14,7850703","-17,2606071"
"Theibo,Routefatick","14,72299","-17,1851411"
BK STYLE,"14,6839497","-17,4436754"
école Pau13,"14,771527","-17,330508"
Lieu,"14,7279992","-17,4681434"
TECNOFIRE SENEGAL,"14,7262795","-17,4614699"
Bijouterie Moderne,"14,7499215","-17,469951"
"Route de Rufisque, Hann-Bel air","14,7201421","-17,4322027"
Chez Absa Seck guourane couture,"14,8111245","-17,2744304"
Cabinet Dr Pierre Santos,"14,6691494","-17,4335821"
Terrain ndargou ndaw,"14,7250348","-17,2803294"
PMK Business Services,"14,7852389","-17,3629327"
Immeuble KéBé,"14,6687649","-17,4402035"
CHEZ TAIR Cité des Nations Unies,"14,7717829","-17,4180823"
A. Faye & Freres,"14,6762347","-17,4431079"
Gelato Distribution N´icecream,"14,7385126","-17,4588812"
Sata Couture Fashion,"14,7648323","-17,423037"
Bureau de Poste de Ouakam - Point relais Jumia - Orange money seulement,"14,7269285","-17,4934833"
Astuglam,"14,7283782","-17,4943549"
boutique Sope Serigne Babacar Sy,"14,7076325","-17,4463266"
Iphone market senegal,"14,6816587","-17,4543053"
Chez Paul et Thadd,"14,7284448","-17,4975832"
School Area De Recasemen De Keur Massar,"14,7883026","-17,3144645"
Chez Fafa THIAM,"14,791907","-17,2750555"
PetroStock Sa,"14,7535069","-17,4848203"
Immeuble NDEYE SOKHNA (Digital Store),"14,6981079","-17,4594954"
Low Price Boutique,"14,7470544","-17,4092135"
TooShare,"14,6665535","-17,4353419"
SAGAM Electronics,"14,7121114","-17,4766862"
Senfablab,"14,7406467","-17,4461586"
Quentin Gelinet Etiopathe Dakar,"14,7000279","-17,474663"
Beauty’s Angels,"14,7410105","-17,4599053"
Mosquée Saf Sap,"14,7099275","-17,453986"
中国红 restaurant chinois,"14,6881778","-17,445566"
CitySport,"14,7410273","-17,5109987"
2 lots terrain de 150m2 collé 1angle chacun en vente à 35 millions les deux 70millions,"14,7589236","-17,3937696"
Décoration d'art Hammouri,"14,72722","-17,500927"
Maco Store,"14,7251465","-17,4570391"
Quincaillerie,"14,7001792","-17,454197"
Marché Malika,"14,7933176","-17,3352541"
Complexe Rachelle coiffure,"14,7584437","-17,4841739"
Institut Al-Tawfiq,"14,7534802","-17,4346218"
Ndjiliw trading,"14,7177299","-17,4462125"
Seydi Creation Couture,"14,8200901","-17,154168"
Codipres,"14,7009756","-17,1598127"
Chic & Belle,"14,7247837","-17,4883674"
Restaurant Serigne Fallou Mbacke,"14,7195621","-17,278917"
Ipm benediction,"14,7083997","-17,4614932"
Chez tonton Samba ndiaye,"14,730591","-17,498268"
TER - Gare de Bargny,"14,6976078","-17,2296252"
Foodly,"14,6933816","-17,4751956"
School Franco Arabic Les Sinayes,"14,7960867","-17,3321803"
Chicface,"14,7532198","-17,4697927"
NADIPLAST,"14,6966514","-17,4391334"
MaFina,"14,7010194","-17,4573113"
GééRAL PLOMBERIE D'ENTRETIEN (G.P.E),"14,7660377","-17,433597"
Quincaillerie Ya Salam Khouma et frère,"14,7438875","-17,2437312"
Dibiterie Zidou,"14,7402589","-17,4525897"
Allianz mariste,"14,7344556","-17,4338961"
jardin,"14,7070005","-17,4627412"
Mosquée Mourchid PAU15,"14,7745446","-17,3311788"
RUFSAC Factory Rufisque,"14,729621","-17,3010587"
Ambassade Italie,"14,6649162","-17,4411986"
SOUKABEL,"14,7158125","-17,4912031"
Restaurant De Fatou,"14,7733446","-17,3148279"
Lidor Les Matelas,"14,7475091","-17,3564379"
Syrian Embassy,"14,6930964","-17,4589993"
Arass Business Center,"14,7159614","-17,2597052"
Lavage Generale Sope Naby,"14,7504663","-17,4570659"
ODELICETV,"14,7472119","-17,290343"
A2 Consulting,"14,7488224","-17,5072138"
Restaurant Sop Serigne Babacar Sy,"14,7302995","-17,4224677"
Mode Gabonaise,"14,694263","-17,456189"
HABITER.COM,"14,7239197","-17,4739995"
HUBSO,"14,7158498","-17,4639358"
Shop Wakeur Serigne Touba,"14,7678645","-17,3458887"
Inspection D'académie De Rufisque,"14,7259505","-17,2809269"
SENMEDIC,"14,6812935","-17,4438979"
Boutique Abdou Bobo,"14,749639","-17,4407497"
Ndiouroul Ameublement,"14,7557453","-17,3987"
Makhali Ndiaye,"14,7775182","-17,3341707"
Directorate General of Taxes and Domains and Tax services center,"14,6698935","-17,4345965"
Magazin keur massar,"14,7679524","-17,2979042"
Dedi,"14,7522088","-17,4545825"
KS Supermarche,"14,7232523","-17,4653061"
Scat urbam,"14,7369104","-17,4562863"
GEOXPRT,"14,7175963","-17,472209"
Dreamclothes,"14,7342685","-17,4596111"
Chez GUEYE,"14,7897432","-17,2807542"
Restaurant Traiteur Chez Ndioba,"14,726468","-17,4265946"
Terrain guedj bargny,"14,6910227","-17,2348703"
jenny's fragance parfumerie,"14,7225685","-17,4728418"
Les flights D’or,"14,6677002","-17,4375125"
Yoro voy parcelles assainies,"14,7517552","-17,430452"
TotalEnergies NGOR VIRAGE,"14,7497233","-17,5045335"
Keur bamba cosmétique,"14,7152369","-17,4504688"
Nabou et Mya shop,"14,7229118","-17,4579369"
Mane,"14,755024","-17,3793655"
Cite CDC Bambilor,"14,7945242","-17,1971291"
AKOU Traiteur,"14,7052353","-17,4667972"
Abf Ceramique Votre Touche Finale,"14,7752387","-17,3153528"
Agence SAKHO Immobilière ( A F S ),"14,7088768","-17,4518994"
FHM Faye Hida Market,"14,8402541","-17,2063261"
Autopièces,"14,6821177","-17,4390538"
Gayedelle Chic Boutique,"14,7249783","-17,4673356"
Maison papa cisko,"14,7409986","-17,4629145"
Médinatou Noflaye,"14,785999","-17,2023576"
Mondial d'échange et de commerce,"14,6804909","-17,4592361"
Boom Beauty Bar,"14,7465718","-17,5145392"
Daarul-Ummal Islamya,"14,6952514","-17,4500845"
MERRY ADVSORY GROUP,"14,7198523","-17,4498593"
Queenchic store,"14,7251316","-17,4942741"
Studio Meublé KL HOLDING,"14,7045751","-17,4668451"
Chez likos,"14,7721483","-17,4232298"
école Franco-Arabe Al Mourchid,"14,7709798","-17,3596093"
Salon de Maya,"14,7392238","-17,4313125"
Ter'hal Shop,"14,7716733","-17,3209193"
Agence Wari de la rue 11,"14,6821706","-17,4460759"
Quincaillerie Services,"14,7626614","-17,294396"
School Manguiers,"14,6891776","-17,4578455"
L'As Du Poulet,"14,6722609","-17,4433283"
Paris d'Amour,"14,7130894","-17,4747454"
KEUR ABLAYE DIOP KEUR THIANé AUTOMOBILES,"14,7595735","-17,4327924"
Dalal Couture Sopeu Serigne Fallou,"14,7318045","-17,2631437"
Dispensary Sangalkam,"14,7787825","-17,2259717"
Institut Islamique El Hadji Abdoul Aziz Sy Dabakh,"14,7668934","-17,2823314"
RAHMA OPTIC,"14,7618733","-17,4278542"
Auto Ecole Waly,"14,7240925","-17,4843495"
Fall Bamb,"14,7481609","-17,3112706"
Adja Marieme Soda Couture Atelier De Couture,"14,7245788","-17,4548044"
AL ASRI IMMO,"14,7307089","-17,4619716"
"RMS RESEARCH AND MARKETING SERVICES, Almadies BP DAKAR Sénégal","14,7446029","-17,525359"
GSM-ENTREPRISES,"14,7295455","-17,4923889"
Eguette's Almadies,"14,743454","-17,5119859"
Wagnou Mame Diarra Restaurant Fast Food,"14,7499491","-17,4715131"
Ministère de l'Hydraulique et de l'Assainissement,"14,7272405","-17,2048091"
IFPNC - Institut de Formation hôtesse de l'air,"14,7524375","-17,4878125"
Ferme Mbodj,"14,7871498","-17,3189116"
Librairie Papeterie Nabi,"14,7568176","-17,4486701"
Residence Bassarie,"14,6930858","-17,4576563"
Clinical Abc Hemodialyse,"14,7121819","-17,4603549"
Restaurant Aloune Ndoye,"14,7658213","-17,4147989"
Camp intendance,"14,6788613","-17,4373343"
Madina Xeweul Boutique,"14,6934343","-17,445492"
Quincaillerie Serigne,"14,7098537","-17,2614866"
Alftone VDN,"14,7412963","-17,471989"
Tk machine,"14,7922687","-17,3632897"
Chez Ngoné,"14,7406613","-17,3670706"
Carrefour De La Mode Ibrahima Sy,"14,7644098","-17,3710349"
MAMS PARFUMERIE,"14,6748341","-17,4511917"
Saloum Voyages,"14,668782","-17,4324784"
VG NUTRIVIE,"14,7208401","-17,4910656"
Enko Dakar,"14,709794","-17,4675846"
"DEFI-Afrique, Bureau d'Etudes, Conseils et Realisations","14,7451535","-17,4586711"
Entreprise d'ingénieuries Globale (IMMOBILIER CONSTRUCTION NEGOCE) EIG,"14,74774","-17,326175"
Cimetière Diokoul Kaw,"14,7148105","-17,2901449"
Centre Amadou Malick GAYE de Bopp,"14,7023154","-17,4475698"
Ndiaye Fachion Couture,"14,7871162","-17,3138438"
Bijouterie Keur Khadim Djily Kebe & Freres,"14,6697055","-17,4395024"
Best-Dessert,"14,721827","-17,4537636"
Relax Travel Senegal,"14,7558116","-17,4715038"
SeySoo SARL,"14,7098532","-17,4673795"
Le Ndiambour - Hôtel et Résidence Dakar Senegal,"14,6674174","-17,4395282"
B-CISSé,"14,7693543","-17,217334"
YASS,"14,7454995","-17,2605751"
CREMINO,"14,6677878","-17,4370506"
Diokoul,"14,7130552","-17,2840062"
Chez Rosette,"14,6914104","-17,4540721"
tombe de ma mère,"14,7561304","-17,3992409"
Securoute,"14,7342416","-17,4739435"
Fast Food Darou Salam,"14,7508408","-17,303951"
Villa Macha Allah,"14,7138948","-17,2723721"
LA SOLUTION ( NOUVELLE GééRATION),"14,8051064","-17,28029"
Racine Stand Immobilier,"14,7346951","-17,4418944"
Quincaillerie Touba Pakala,"14,7717484","-17,2844852"
Djolof Chicken Pikine,"14,7470535","-17,4093004"
SallyMaa Shoes,"14,6810993","-17,4626569"
Pharmacie Grand Dakar,"14,7053394","-17,4517526"
Cité Frank,"14,7289618","-17,257142"
Niakourab,"14,7750486","-17,2802335"
Drouss,"14,7425433","-17,4552064"
Chez Madame Faye,"14,7437124","-17,5236211"
sicap liberté 4,"14,7174764","-17,4680713"
Car Rental Dakar - Professional & Low-cost,"14,6695006","-17,435102"
Max Market,"14,6868196","-17,4499354"
Quincaillerie Touba Darou Karim,"14,7513561","-17,2665462"
Ndiaye Cheikh,"14,7700507","-17,2981141"
Driving School Fama,"14,6762273","-17,4532357"
Kalsoum Boutique,"14,740677","-17,3317626"
Marie Helene'Signature - Exclusivement Sans-Gluten - Sur commande uniquement!,"14,7470862","-17,4591797"
Diaw Couture,"14,6820128","-17,4537199"
Clinique ophtalmologique Mouhammed VI,"14,7534703","-17,421249"
Estg,"14,7175036","-17,4584338"
Serigne Fallou Couture Sabaly Et Freres,"14,7689017","-17,4175971"
SILKCOAT,"14,7194885","-17,4490228"
Poste de Police de Îl de Gorée,"14,6679783","-17,3988668"
Petrodis oil,"14,727546","-17,4367554"
Rassoul Céramique Suarl,"14,7540332","-17,4336057"
Restaurants Fast Food Chez Lizza,"14,8235419","-17,2747162"
Quincaillerie,"14,7397597","-17,298144"
Alimentation Générale Sope Naby Seye & Freres,"14,7299488","-17,2839121"
Darou Salam Chez Bobo,"14,7063423","-17,454478"
Parc Aquatique du Lac Rose,"14,8387836","-17,2341324"
DOMAINE DE L'IMMO,"14,7334023","-17,4974315"
Superette Tawfekh Alimentation Generale,"14,8073338","-17,2478993"
Depot Gaz layenne,"14,7574663","-17,4701656"
Maboul,"14,7358663","-17,4554743"
Cassation poisson,"14,6911869","-17,4737726"
Apix Fitness Club,"14,8013736","-17,2937121"
penc de sathaba,"14,6828396","-17,4472364"
Shop Marie Mére de Dieu,"14,7821644","-17,3616372"
Ker Lep Jamm,"14,6133125","-17,1495625"
Alimentation Sow Et Freres,"14,785286","-17,2731087"
Baby boss,"14,7419688","-17,4602516"
Mbacke Toure Trading,"14,7641428","-17,4414212"
Pikine East High School,"14,7814181","-17,3771203"
Ecobank Castor,"14,7243508","-17,4482537"
Bar Chez Henriette,"14,7382077","-17,4517638"
Mbackiyou faye,"14,7353202","-17,4912527"
Boutique Sope Naby,"14,7397245","-17,3290386"
Top Model Ardo Fashion & Freres,"14,7077752","-17,4547048"
Fastfood,"14,7982515","-17,1900882"
Yadbay Eternel Business,"14,7785886","-17,3974989"
Apex-Education Derkle,"14,7279225","-17,454164"
Keur baye ass,"14,7672036","-17,2684708"
Garage Cheikhouna El Moundo Mecatronic,"14,6927461","-17,4388915"
Diapy store,"14,6738942","-17,4364705"
AFRICADEX,"14,7344076","-17,4378121"
Quincaillerie Generale Barry & Freres,"14,8050189","-17,2951923"
Terroup Ndeungagne,"14,7615211","-17,4735119"
Daray Baye Niass,"14,7274512","-17,4257621"
Ebbets Field,"14,7032088","-17,4794697"
Rassoul Service Traiteur,"14,7439411","-17,4582586"
Aziza beauty,"14,7331831","-17,4918511"
Quincaillerie Khalifa Ababacar Sy,"14,7329963","-17,4950038"
DEPOT SEDIMA,"14,7227253","-17,44305"
Mandela studio,"14,7500484","-17,4716871"
Mosquée des Parcelles Assainies Unité 15,"14,764212","-17,4465474"
Mini Boulangerie Dabakh MiBouDab,"14,76192","-17,4763488"
Eno Beauty Cosmetic,"14,7550424","-17,4515865"
The beauty bar dakar,"14,7235351","-17,4596708"
Kya Boutique,"14,7695226","-17,4202832"
Sen Quincaillerie,"14,6218188","-17,1599168"
Touba Taïf Quincaillerie Abdou,"14,7532052","-17,4428915"
Ipm,"14,72702","-17,4455556"
Tiz Casa,"14,768244","-17,3426246"
Exclusive Interior,"14,7474883","-17,5086612"
Touba Darou Minan Couture Diop Création,"14,6885185","-17,4532307"
zac mbao,"14,6594847","-17,435121"
"Sanou Laundry, Laverie automatique","14,6807903","-17,4609043"
Esas,"14,7217792","-17,4633259"
Mairie Commune Rufisque Ouest,"14,7257412","-17,2824913"
L'Atelier de l'Optique,"14,6672124","-17,4353957"
P & C Clinic,"14,7125111","-17,4625968"
Souleymane,"14,671125","-17,4291008"
samaticket,"14,735872","-17,473212"
Mammamia yoff,"14,7557151","-17,4679703"
Ism School Of Management,"14,6939288","-17,4596716"
Ecole élémentaire de Boune,"14,7665031","-17,3371413"
Gare de sotrak à guediewaye,"14,7827778","-17,3759996"
Facop Peintures,"14,704479","-17,4703715"
DIANAG Print,"14,716677","-17,4676861"
Rassoul Shop médina. Facebook :rassoul shop,"14,6750543","-17,4496776"
Dkr - Vip,"14,7466907","-17,4903651"
Dioum Transport Et Déménagement,"14,7857696","-17,3852603"
Thiaroye kao 5,"14,767779","-17,368625"
Kaolack,"14,7419911","-17,5080392"
Eds Bk. Location,"14,7106445","-17,4520781"
"Commercial Section, Embassy of Pakistan, Dakar","14,7007589","-17,4725516"
Club House SN CITY,"14,7636996","-17,2359868"
Diouma Sngl,"14,7850463","-17,2752245"
POST'it,"14,7603146","-17,4569454"
G. S Culte Du Savoir,"14,7626028","-17,3643246"
Tutovia,"14,752745","-17,465428"
PLEINE PASSION SN,"14,7212114","-17,4674911"
Restaurant Sopey Serigne Babacar Sy,"14,775982","-17,2260718"
Jumia Point de retrait de colis yoff ocean,"14,7595008","-17,4832026"
YA FATY,"14,7200347","-17,4490783"
Kowly Business Services,"14,6857886","-17,4437757"
CAPP KARANGË,"14,7455141","-17,4655134"
Gainde fatma multiservices,"14,6696804","-17,4338044"
Ibou diop,"14,771035","-17,356305"
TEIXEIRA-ELEVAGE,"14,7350905","-17,2626136"
BOULANGERIE DABAKH MALICK SY,"14,7492193","-17,3534472"
GEO_SYSTEME AU CARRé,"14,7317388","-17,4592956"
Immeuble_242 okm,"14,726806","-17,4810304"
Frip Frap,"14,7606048","-17,4410245"
Jeeg_epices,"14,7585068","-17,4743314"
Restaurant Le N'Gor Pieds dans l'Eau,"14,7411346","-17,5247931"
TOUBA GOUYE MBINDE COUTURE,"14,7051788","-17,4570717"
"PHOENIX, ESPACE RESIDENCE LES DUNES, Imm.17, Appt. 02 et 2","14,7354409","-17,4248089"
SENGS,"14,7417091","-17,4562682"
Hope Shop Pret A Porter Unisexe,"14,6824142","-17,4568678"
Dibiterie Ahlou Gallas,"14,765732","-17,389931"
Atelier Sope Soundu Yaye,"14,6945354","-17,2300211"
Daara Sokhna Kany Touré,"14,7593817","-17,4237977"
Bar le classico,"14,7606905","-17,2823615"
NOTRE CONTINENT,"14,7125731","-17,4696805"
Bkr multi services,"14,6815847","-17,4470709"
Centre De Santé Abdoul Aziz Sy Dabakh,"14,7573271","-17,4385727"
Alpha Digicrédit - Produits et Crédit immobilier au Sénégal et Dubaï,"14,6673142","-17,4415195"
Kër Hijab,"14,7412784","-17,4610457"
Boat to Casamance,"14,6753542","-17,4211139"
Pieces Detachees Bamba & Freres,"14,7796821","-17,3141734"
Nabou mya shop,"14,7119977","-17,4535881"
Accès Canada,"14,6679351","-17,432497"
Restaurant Chez Yaye Maty,"14,685445","-17,4468355"
IBM.MULTISERVICES,"14,7881098","-17,3388713"
Electronics Dakar,"14,678176","-17,437436"
Ensup Campus 5,"14,7297139","-17,4672658"
